Empresa,Nombre,Cargo,% Derechos Voto,Fecha Nombramiento
"ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.","CUERVO GARCIA, JOSE ALVARO",CONSEJERO,0.012,07/11/1997
"ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.","DEL VALLE PEREZ, JOSE LUIS",SECRETARIO CONSEJERO,0.089,28/06/1989
"ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.","DELGADO SOLIS, MANUEL",CONSEJERO,n/d,20/05/2004
"ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.","ECHENIQUE LANDIRIBAR, JAVIER",CONSEJERO,0.007,20/05/2004
"ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.","FLUXA THIENEMANN, SABINA",CONSEJERO,0.000,25/05/2009
"ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.","GARCIA FERRER, ANTONIO",VICEPRESIDENTE,0.032,12/12/2003
"ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.","GRIMA TERRE, JUAN DAVID",CONSEJERO,0.001,18/12/2003
"ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.","LOIZAGA VIGURI, JOSE MARIA",CONSEJERO,0.041,15/11/1993
"ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.","LOPEZ JIMENEZ, PEDRO JOSE",CONSEJERO,0.287,09/12/1992
"ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.","MARCH DE LA LASTRA, JUAN",CONSEJERO,0.000,30/07/2008
"ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.","MARTINEZ-CONDE GUTIERREZ-BARQUIN, SANTOS",CONSEJERO,0.003,27/09/2001
"ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.","MONZON DE CACERES, JAVIER",CONSEJERO,0.001,20/05/2004
"ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.","PEREZ RODRIGUEZ, FLORENTINO",CONSEJERO DELEGADO,12.521,13/11/1997
"ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.","ROCA JUNYENT, MIGUEL",CONSEJERO,0.000,12/12/2003
"ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.","SACRISTAN FIDALGO, JULIO",CONSEJERO,0.001,19/02/1998
"ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.","VALLBONA VADELL, PABLO",VICEPRESIDENTE,0.009,19/02/1998
"ZARDOYA OTIS, S.A.","ABAJO GARCIA, MARIO",PRESIDENTE,0.292,01/09/2009
"ZARDOYA OTIS, S.A.","CALLEJA FERNANDEZ, BERNARDO",CONSEJERO DELEGADO,0.000,28/02/2012
"ZARDOYA OTIS, S.A.","DEJOUX , PIERRE",CONSEJERO,0.000,26/01/2012
"ZARDOYA OTIS, S.A.","EURO SYNS, S.A.",CONSEJERO,11.811,01/07/1996
"ZARDOYA OTIS, S.A.","HARVEY , LINDSAY",CONSEJERO,0.000,01/08/2009
"ZARDOYA OTIS, S.A.","LOIZAGA VIGURI, JOSE MARIA",VICEPRESIDENTE,0.055,24/07/1991
"ZARDOYA OTIS, S.A.","MESSINA , ANGELO",CONSEJERO,0.000,30/06/2005
"ZARDOYA OTIS, S.A.",OTIS ELEVATOR COMPANY,CONSEJERO,0.000,30/11/1989
"ZARDOYA OTIS, S.A.","ZARDOYA ARANA, ALBERTO",CONSEJERO,0.000,26/02/2013
"SNIACE, S.A.","GOMEZ DE LIAÑO BOTELLA, MIGUEL",CONSEJERO,0.004,01/07/2011
"SNIACE, S.A.","HERNANDEZ-CANUT FERNANDEZ-ESPAÑA, JUAN YAGO",CONSEJERO,n/d,29/06/2012
"SNIACE, S.A.","HUERTA CASTILLO, MANUEL",CONSEJERO,0.005,17/02/2006
"SNIACE, S.A.",LIGNOTECH SWEDEN AB,CONSEJERO,0.000,17/02/2006
"SNIACE, S.A.","MEZQUITA SAEZ, BLAS",PRESIDENTE,0.173,19/12/1997
"SNIACE, S.A.","REVUELTA FERNANDEZ, FELIX",CONSEJERO,10.107,27/06/2008
"SNIACE, S.A.","TEMES HERNANDEZ, ANTONIO",VICEPRESIDENTE,0.045,17/08/2007
"SNIACE, S.A.","ZABALLA HOZ, JESUS MANUEL",CONSEJERO,0.002,17/02/2006
"SACYR VALLEHERMOSO, S.A.","ADROHER BIOSCA, FRANCISCO JAVIER",CONSEJERO,0.035,19/05/2011
"SACYR VALLEHERMOSO, S.A.","ALVEZ DINIZ VAZ GUEDES, DIOGO",CONSEJERO,0.509,25/06/2004
"SACYR VALLEHERMOSO, S.A.",AUSTRAL B.V.,CONSEJERO,9.623,18/06/2009
"SACYR VALLEHERMOSO, S.A.","BETA ASOCIADOS, S.L",CONSEJERO,5.286,19/05/2011
"SACYR VALLEHERMOSO, S.A.","CARCELLER ARCE, DEMETRIO",VICEPRESIDENTE 1º,0.045,20/10/2011
"SACYR VALLEHERMOSO, S.A.","CORTES DOMINGUEZ, MATIAS",CONSEJERO,0.000,12/06/2002
"SACYR VALLEHERMOSO, S.A.",CYMOFAG S.L.,CONSEJERO,6.039,19/05/2011
"SACYR VALLEHERMOSO, S.A.","GRUPO CORPORATIVO FUERTES, S.L.",CONSEJERO,6.239,19/05/2011
"SACYR VALLEHERMOSO, S.A.","GRUPO SATOCAN, S.A.",CONSEJERO,2.883,02/10/2008
"SACYR VALLEHERMOSO, S.A.","MANRIQUE CECILIA, MANUEL",PRESIDENTE-CONSEJERO DELEGADO,6.039,20/10/2011
"SACYR VALLEHERMOSO, S.A.","NCG BANCO, S.A.",CONSEJERO,5.198,20/10/2011
"SACYR VALLEHERMOSO, S.A.","NCG CORPORACION INDUSTRIAL, S.L.",CONSEJERO,5.198,15/12/2011
"SACYR VALLEHERMOSO, S.A.","NUEVA COMPAÑIA DE INVERSIONES, S.A.",VICEPRESIDENTE 2º,9.623,11/12/2003
"SACYR VALLEHERMOSO, S.A.","PRILOMI, S.L.",CONSEJERO,5.532,11/05/2005
"SACYR VALLEHERMOSO, S.A.","PRILOU, S.L.",CONSEJERO,11.490,15/12/2004
"TELEFONICA, S.A.","ABRIL PEREZ, JOSE MARIA",VICEPRESIDENTE,0.004,14/12/2011
"TELEFONICA, S.A.","ALIERTA IZUEL, CESAREO",PRESIDENTE,0.097,26/07/2000
"TELEFONICA, S.A.","ALMANSA MORENO-BARREDA, JOSE FERNANDO",CONSEJERO,0.000,26/02/2003
"TELEFONICA, S.A.","ALVAREZ-PALLETE LOPEZ, JOSE MARIA",CONSEJERO DELEGADO,0.007,17/09/2012
"TELEFONICA, S.A.","CASTILLO SANZ, EVA",CONSEJERO,0.002,23/01/2008
"TELEFONICA, S.A.","COLOMER CASELLAS, CARLOS",CONSEJERO,0.002,28/03/2001
"TELEFONICA, S.A.","DE PAZ MANCHO, JAVIER",CONSEJERO,0.001,19/12/2007
"TELEFONICA, S.A.","ERSKINE , PETER",CONSEJERO,0.002,25/01/2006
"TELEFONICA, S.A.","FAINE CASAS, ISIDRO",VICEPRESIDENTE,0.011,26/01/1994
"TELEFONICA, S.A.","FERNANDEZ VALBUENA, SANTIAGO",CONSEJERO,0.012,17/09/2012
"TELEFONICA, S.A.","FERRARI HERRERO, ALFONSO",CONSEJERO,0.013,28/03/2001
"TELEFONICA, S.A.","FURLAN , LUIS FERNANDO",CONSEJERO,0.001,23/01/2008
"TELEFONICA, S.A.","HINOJOSA FERNANDEZ DE ANGULO, GONZALO",CONSEJERO,0.012,12/04/2002
"TELEFONICA, S.A.","ISLA ALVAREZ DE TEJERA, PABLO",CONSEJERO,0.000,12/04/2002
"TELEFONICA, S.A.","LINARES LOPEZ, JULIO",VICEPRESIDENTE 3º,0.009,17/09/2012
"TELEFONICA, S.A.","MASSANELL LAVILLA, ANTONIO",CONSEJERO,0.000,21/04/1995
"TELEFONICA, S.A.","MORENO MARTINEZ, IGNACIO",CONSEJERO,0.000,14/12/2011
"TELEFONICA, S.A.","XIAOBING , CHANG",CONSEJERO,0.000,18/05/2011
"METROVACESA, S.A.","BEJAR GONZALEZ, ANTONIO JOSE",CONSEJERO,0.000,25/02/2009
"METROVACESA, S.A.","DELIBES LINIERS, JUAN MANUEL",CONSEJERO,0.000,25/02/2009
"METROVACESA, S.A.","FERNANDEZ CONQUERO, JOSE Mª",CONSEJERO,0.000,27/04/2010
"METROVACESA, S.A.","IGLESIAS SORRIBAS, REMIGIO",CONSEJERO,0.000,12/05/2011
"METROVACESA, S.A.","INMOGESTION Y PATRIMONIOS, S.A.",CONSEJERO,0.000,29/09/2009
"METROVACESA, S.A.","JIMENEZ DELGADO, JUAN",CONSEJERO,0.000,28/07/2009
"METROVACESA, S.A.","JIMENEZ MUNIAIN, SIXTO",CONSEJERO,0.000,12/05/2009
"METROVACESA, S.A.","MORENO MARTINEZ, IGNACIO",PRESIDENTE,0.000,30/10/2012
"METROVACESA, S.A.","PARAJA QUIROS, EDUARDO",CONSEJERO DELEGADO,0.004,20/02/2009
"METROVACESA, S.A.","PEÑA PESQUEIRA, ALBERTO",CONSEJERO,n/d,29/06/2009
"COMPAÑIA LOGISTICA DE HIDROCARBUROS CLH, S.A.","AGOSTINO , DANIEL MICHAEL",CONSEJERO,0.000,24/06/2008
"COMPAÑIA LOGISTICA DE HIDROCARBUROS CLH, S.A.","AL ATHOBI , HAMED SLOOM MUBARAK",CONSEJERO,0.000,28/04/2009
"COMPAÑIA LOGISTICA DE HIDROCARBUROS CLH, S.A.","AL-DHEEB , AHMED HASSAN",CONSEJERO,0.000,01/06/2005
"COMPAÑIA LOGISTICA DE HIDROCARBUROS CLH, S.A.","ARANGUREN ESCOBAR, JOSE EULOGIO",CONSEJERO,0.000,27/05/2008
"COMPAÑIA LOGISTICA DE HIDROCARBUROS CLH, S.A.","ARMERO MONTES, MARIO",CONSEJERO,0.000,28/04/2009
"COMPAÑIA LOGISTICA DE HIDROCARBUROS CLH, S.A.","FERNANDEZ FRIAL, PEDRO FLORENTINO",CONSEJERO,0.000,30/03/2005
"COMPAÑIA LOGISTICA DE HIDROCARBUROS CLH, S.A.","GLOBAL NORAY, S.L.",CONSEJERO,5.000,24/06/2008
"COMPAÑIA LOGISTICA DE HIDROCARBUROS CLH, S.A.","GLOBAL RAMAYANA, S.L.U.",CONSEJERO,5.000,22/04/2008
"COMPAÑIA LOGISTICA DE HIDROCARBUROS CLH, S.A.","GLOBAL WINCHE, S.L.",CONSEJERO,5.000,30/09/2008
"COMPAÑIA LOGISTICA DE HIDROCARBUROS CLH, S.A.","KARTERA 1, S.L.",CONSEJERO,5.000,27/04/2010
"COMPAÑIA LOGISTICA DE HIDROCARBUROS CLH, S.A.","KOLENC , STANISLAV MICHAEL",CONSEJERO,0.000,26/09/2011
"COMPAÑIA LOGISTICA DE HIDROCARBUROS CLH, S.A.","LANZA PEREA, JORGE",CONSEJERO,0.000,31/01/2012
"COMPAÑIA LOGISTICA DE HIDROCARBUROS CLH, S.A.","LOPEZ DE SILANES BUSTO, JOSE LUIS MATEO",PRESIDENTE-CONSEJERO DELEGADO,0.001,30/06/2005
"COMPAÑIA LOGISTICA DE HIDROCARBUROS CLH, S.A.","MARTHILOR, S.A.R.L.",CONSEJERO,10.000,29/03/2011
"COMPAÑIA LOGISTICA DE HIDROCARBUROS CLH, S.A.","MARTHILORES, S.L.U.",CONSEJERO,10.000,29/03/2011
"COMPAÑIA LOGISTICA DE HIDROCARBUROS CLH, S.A.","MIRO ROIG, PEDRO",CONSEJERO,0.000,26/09/2011
"COMPAÑIA LOGISTICA DE HIDROCARBUROS CLH, S.A.","MORAN MOYA, CARLOS",CONSEJERO,n/d,27/04/2012
"COMPAÑIA LOGISTICA DE HIDROCARBUROS CLH, S.A.","NCG BANCO, S.A.",CONSEJERO,5.000,24/10/2011
"COMPAÑIA LOGISTICA DE HIDROCARBUROS CLH, S.A.","TAVARES DE ALMEIDA MOREIRA DA CRUZ, RUI NUNO",CONSEJERO,0.000,25/09/2012
"COMPAÑIA LOGISTICA DE HIDROCARBUROS CLH, S.A.","VERRION , ROBERT EDWARD",CONSEJERO,0.000,26/01/2010
"ENDESA, S.A.","BRENTAN , ANDREA",CONSEJERO DELEGADO,0.000,30/06/2009
"ENDESA, S.A.","CIOFFI , MASSIMO",CONSEJERO,0.000,26/06/2012
"ENDESA, S.A.","COMIN , GIANLUCA",CONSEJERO,0.000,14/09/2009
"ENDESA, S.A.","CONTI , FULVIO",VICEPRESIDENTE,0.000,25/06/2009
"ENDESA, S.A.","ECHEVARRIA BUSQUET, ALEJANDRO",CONSEJERO,0.000,25/06/2009
"ENDESA, S.A.","FERRARIS , LUIGI",CONSEJERO,0.000,18/10/2007
"ENDESA, S.A.","MONTEJO VELILLA, SALVADOR",CONSEJERO,0.000,26/06/2012
"ENDESA, S.A.","PRADO EULATE, FRANCISCO DE BORJA",PRESIDENTE,0.000,24/03/2009
"ENDESA, S.A.","ROCA JUNYENT, MIGUEL",CONSEJERO,0.000,25/06/2009
"INMOBILIARIA COLONIAL, S.A.","BRUGERA CLAVERO, JUAN JOSE",PRESIDENTE,0.000,19/06/2008
"INMOBILIARIA COLONIAL, S.A.","CHETRIT , ALAIN",CONSEJERO,0.000,12/04/2010
"INMOBILIARIA COLONIAL, S.A.","FAUS SANTASUSANA, JAVIER",CONSEJERO,0.000,20/04/2010
"INMOBILIARIA COLONIAL, S.A.","FERNANDEZ-LERGA GARRALDA, CARLOS",CONSEJERO,0.000,19/06/2008
"INMOBILIARIA COLONIAL, S.A.","GRAMUNT SUAREZ, CARLOS",CONSEJERO,0.000,04/10/2012
"INMOBILIARIA COLONIAL, S.A.","IBAÑEZ GONZALEZ, ALBERTO",CONSEJERO,0.000,12/04/2010
"INMOBILIARIA COLONIAL, S.A.","IGLESIAS DE USSEL, JAVIER",CONSEJERO,0.000,19/06/2008
"INMOBILIARIA COLONIAL, S.A.","RANSAC , JEAN LUC",CONSEJERO,0.000,12/04/2010
"INMOBILIARIA COLONIAL, S.A.","SAGARDOY LONIS, JOSE MARIA",CONSEJERO,0.000,06/05/2008
"INMOBILIARIA COLONIAL, S.A.","VIÑOLAS SERRA, PEDRO",CONSEJERO DELEGADO,0.000,20/04/2010
"NH HOTELES, S.A.","ARRATIBEL OLAZIREGI, IGNACIO",CONSEJERO,0.000,28/10/2008
"NH HOTELES, S.A.","CASIRAGHI , ROSALBA",CONSEJERO,0.000,12/05/2009
"NH HOTELES, S.A.","CASTRO SOUSA, JOSE ANTONIO",VICEPRESIDENTE,25.280,24/05/2012
"NH HOTELES, S.A.","CIBEIRA MOREIRA, ROBERTO",CONSEJERO,n/d,24/06/2010
"NH HOTELES, S.A.","CORPORACION FINANCIERA CAJA DE MADRID, S.A.",CONSEJERO,n/d,18/01/2012
"NH HOTELES, S.A.","ECHENIQUE GORDILLO, RODRIGO",PRESIDENTE,0.000,23/11/2012
"NH HOTELES, S.A.","GONZALEZ FERNANDEZ, CARLOS",CONSEJERO,0.010,29/06/2011
"NH HOTELES, S.A.","GONZALEZ TEJERA, FEDERICO",CONSEJERO DELEGADO,0.000,23/11/2012
"NH HOTELES, S.A.","HOTELES PARTICIPADOS, S.L.",CONSEJERO,5.428,29/04/2004
"NH HOTELES, S.A.","ILLA RUIZ, FRANCISCO JAVIER",CONSEJERO,0.000,27/10/2009
"NH HOTELES, S.A.","LANAU VIÑALS, RAMON",CONSEJERO,0.000,24/05/2012
"NH HOTELES, S.A.","LOPEZ-ELOLA GONZALEZ, JOSE MARIA",CONSEJERO,0.000,26/04/2012
"NH HOTELES, S.A.","PARTICIPACIONES Y CARTERA DE INVERSIONES, S.L.",CONSEJERO,0.000,31/07/2012
"NH HOTELES, S.A.","PELISSON , GILLES",CONSEJERO,0.006,18/01/2012
"NH HOTELES, S.A.",SOCIEDAD DE PROMOCION Y PARTICIPACION EMPRESARIAL CAJA MADRID,CONSEJERO,5.499,24/06/2010
"URALITA, S.A.","ALARCON ALEJANDRE, JORGE",CONSEJERO,0.005,22/06/2006
"URALITA, S.A.","ATALAYA INVERSIONES, S.R.L.",CONSEJERO,5.000,19/06/2001
"URALITA, S.A.","CARRASCOSA RUIZ, JOSE ANTONIO",CONSEJERO,0.001,10/12/2002
"URALITA, S.A.","GONZALEZ OCHOA, JAVIER",SECRETARIO CONSEJERO,0.001,22/09/2010
"URALITA, S.A.","NEFINSA, S.A.",CONSEJERO,79.061,10/12/2002
"URALITA, S.A.","NIETO BUESO, JUAN JOSE",CONSEJERO,n/d,07/05/2008
"URALITA, S.A.","OLLEROS PIÑERO, JOSE IGNACIO",CONSEJERO,0.001,08/01/2003
"URALITA, S.A.","SERRATOSA LUJAN, FRANCISCO JAVIER",PRESIDENTE,0.000,10/12/2002
"FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.","ANES ALVAREZ-CASTRILLON, GONZALO",CONSEJERO,0.009,21/06/2000
"FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.","B 1998, S.L.",VICEPRESIDENTE 1º,53.829,30/09/2008
"FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.","BEJAR OCHOA, JUAN",VICEPRESIDENTE 2º - CONSEJERO DELEGADO,0.028,31/01/2013
"FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.","CARTERA DEVA, S.A.",CONSEJERO,0.000,15/09/2004
"FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.","CASTELLS MASANA, JUAN",CONSEJERO,0.020,07/02/2000
"FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.","DOMINUM DESGA, S.A.",PRESIDENTE,0.003,31/01/2013
"FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.","DOMINUM DIRECCION Y GESTION, S.A.",CONSEJERO,0.000,26/10/2004
"FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.","E.A.C. INVERSIONES CORPORATIVAS, S.L.",CONSEJERO,0.000,30/03/1999
"FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.","FALCO Y FERNANDEZ DE CORDOVA, FERNANDO",CONSEJERO,0.028,18/12/2003
"FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.","GARCIA PEREZ, FELIPE BERNABE",CONSEJERO,0.044,30/03/1999
"FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.","LARRANZA XXI, S.L.",CONSEJERO,0.000,17/05/2011
"FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.","MONTES SANCHEZ, RAFAEL",CONSEJERO,0.094,26/10/2004
"FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.","OREJA AGUIRRE, MARCELINO",CONSEJERO,0.011,21/12/1999
"FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.","ORTEGA GOMEZ, CESAR",CONSEJERO,0.000,28/06/2007
"FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.","PEREZ COLMENERO, ANTONIO",CONSEJERO,0.028,30/03/2005
"FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.","PROGLIO , HENRI",CONSEJERO,0.000,27/05/2010
"FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.","REDONDO TERREROS, NICOLAS",CONSEJERO,0.000,19/06/2008
"FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.","RIBAS , JAVIER",CONSEJERO,0.006,11/06/2009
"LABORATORIOS FARMACEUTICOS ROVI, S.A.","CASTELLON LEAL, ENRIQUE",VICEPRESIDENTE,0.000,15/11/2007
"LABORATORIOS FARMACEUTICOS ROVI, S.A.","CORSINI FREESE, MIGUEL",CONSEJERO,0.000,12/11/2008
"LABORATORIOS FARMACEUTICOS ROVI, S.A.","LOPEZ-BELMONTE ENCINA, IVAN",CONSEJERO,0.000,15/11/2007
"LABORATORIOS FARMACEUTICOS ROVI, S.A.","LOPEZ-BELMONTE ENCINA, JAVIER",CONSEJERO,0.000,15/11/2007
"LABORATORIOS FARMACEUTICOS ROVI, S.A.","LOPEZ-BELMONTE ENCINA, JUAN",CONSEJERO DELEGADO,0.000,15/11/2007
"LABORATORIOS FARMACEUTICOS ROVI, S.A.","LOPEZ-BELMONTE LOPEZ, JUAN",PRESIDENTE-CONSEJERO DELEGADO,66.840,15/11/2007
"NICOLAS CORREA, S.A.","MARTINEZ ABASCAL, EDUARDO",CONSEJERO,n/d,28/06/2005
"NICOLAS CORREA, S.A.","MEPRO OUTREMER, S.L.",CONSEJERO,n/d,20/06/2012
"NICOLAS CORREA, S.A.","MOONLECHT, S.L.",CONSEJERO,5.002,28/02/2005
"NICOLAS CORREA, S.A.","NICOLAS-CORREA BARRAGAN, ANA MARIA",SECRETARIO CONSEJERO,1.723,12/03/2003
"NICOLAS CORREA, S.A.","NICOLAS-CORREA BARRAGAN, JOSE IGNACIO",PRESIDENTE,25.436,30/11/1989
"NICOLAS CORREA, S.A.","ORIOL DÍAZ DE BUSTAMANTE, FELIPE",CONSEJERO,0.072,30/04/2003
"CORPORACION FINANCIERA ALBA, S.A.","BROOKES , NICHOLAS",CONSEJERO,0.008,26/05/1999
"CORPORACION FINANCIERA ALBA, S.A.","CARNE CASAS, RAMON",CONSEJERO,n/d,25/05/2011
"CORPORACION FINANCIERA ALBA, S.A.","DEL CAÑO PALOP, JOSE RAMON",CONSEJERO,0.002,27/05/2009
"CORPORACION FINANCIERA ALBA, S.A.","MARCH DE LA LASTRA, JUAN",VICEPRESIDENTE,4.527,26/03/2012
"CORPORACION FINANCIERA ALBA, S.A.","MARCH DELGADO, CARLOS",PRESIDENTE,11.916,26/05/1998
"CORPORACION FINANCIERA ALBA, S.A.","MARCH DELGADO, JUAN",COPRESIDENTE,14.474,26/05/1998
"CORPORACION FINANCIERA ALBA, S.A.","MARCH JUAN, JUAN",CONSEJERO,1.601,23/03/2011
"CORPORACION FINANCIERA ALBA, S.A.","MARTINEZ-CONDE GUTIERREZ-BARQUIN, SANTOS",CONSEJERO DELEGADO,0.002,27/09/2006
"CORPORACION FINANCIERA ALBA, S.A.","MORALEDA MARTINEZ, AMPARO",CONSEJERO,0.001,26/03/2012
"CORPORACION FINANCIERA ALBA, S.A.","NIETO DE LA CIERVA, JOSE",CONSEJERO,0.000,23/03/2011
"CORPORACION FINANCIERA ALBA, S.A.","SERRA FARRE, JOSE MARIA",CONSEJERO,n/d,25/05/2011
"AMPER, S.A.","BASTIDA IBARGUEN, LUIS",CONSEJERO,0.015,20/06/2012
"AMPER, S.A.","BONILLA GANOSA, IGNACIO",CONSEJERO,0.009,27/06/2012
"AMPER, S.A.","LOPEZ DEL HIERRO BRAVO, IGNACIO",CONSEJERO,0.000,23/03/2011
"AMPER, S.A.","MATEACHE SACRISTAN, PEDRO",CONSEJERO,0.027,25/10/2007
"AMPER, S.A.","MATEU ISTURIZ, JOSE FRANCISCO",CONSEJERO,0.004,24/06/1999
"AMPER, S.A.","MENDEZ PASCUAL, YAGO ENRIQUE",CONSEJERO DELEGADO,0.000,26/07/2012
"AMPER, S.A.","TORIBIO DAVILA, JUAN JOSE",CONSEJERO,0.015,22/12/2005
"AMPER, S.A.","VEREMONTE ESPAÑA, S.L.U.",PRESIDENTE,23.183,21/05/2012
"GRUPO EZENTIS, S.A.","CREMADES GARCIA, FRANCISCO JAVIER",CONSEJERO,n/d,28/11/2012
"GRUPO EZENTIS, S.A.","FERNANDEZ VIDAL, GUILLERMO",CONSEJERO,0.000,21/12/2012
"GRUPO EZENTIS, S.A.","FERRIZ GOMEZ, ANGELES",CONSEJERO,0.000,26/05/2010
"GRUPO EZENTIS, S.A.","GARCIA-DURAN BAYO, MANUEL",PRESIDENTE-CONSEJERO DELEGADO,10.138,20/09/2011
"GRUPO EZENTIS, S.A.","GONZALEZ SANCHEZ, FERNANDO",CONSEJERO,0.400,08/09/2011
"GRUPO EZENTIS, S.A.","PIQUE CAMPS, JOSE",CONSEJERO,0.000,31/01/2012
"GRUPO EZENTIS, S.A.","SANCHEZ DE LEON GARCIA, ENRIQUE",CONSEJERO,0.001,04/04/2011
"GRUPO EZENTIS, S.A.","SOLANA MADARIAGA, LUIS",CONSEJERO,0.000,31/01/2012
"GRUPO EZENTIS, S.A.","WAHNON LEVY, JOSE",CONSEJERO,0.000,31/01/2012
"TECNICAS REUNIDAS, S.A.","ALARCO CANOSA, JAVIER",CONSEJERO,n/d,26/06/2007
"TECNICAS REUNIDAS, S.A.","ANTOÑANZAS PEREZ-EGEA, JUAN MIGUEL",VICEPRESIDENTE 2º,0.000,21/06/2006
"TECNICAS REUNIDAS, S.A.","BLAINE RICHARDSON, WILLIAN",CONSEJERO,n/d,22/06/2011
"TECNICAS REUNIDAS, S.A.","DE ASUA ALVAREZ, FERNANDO",VICEPRESIDENTE 3º,0.016,14/12/2007
"TECNICAS REUNIDAS, S.A.","DEL ALCAZAR SILVELA, DIEGO",CONSEJERO,0.009,25/03/2010
"TECNICAS REUNIDAS, S.A.","GARCIA-AGULLO LLADO, ALVARO",CONSEJERO,0.000,21/06/2006
"TECNICAS REUNIDAS, S.A.","GOMEZ-NAVARRO NAVARRETE, FRANCISCO JAVIER",CONSEJERO,0.000,21/06/2006
"TECNICAS REUNIDAS, S.A.","HOYOS GONZALEZ, ANTONIO",CONSEJERO,0.000,21/06/2006
"TECNICAS REUNIDAS, S.A.","LLADO ARBURUA, JOSE MANUEL",CONSEJERO,0.000,21/06/2006
"TECNICAS REUNIDAS, S.A.","LLADO ARBURUA, JUAN",VICEPRESIDENTE 1º,0.000,21/06/2006
"TECNICAS REUNIDAS, S.A.","LLADO FERNANDEZ-URRUTIA, JOSE",PRESIDENTE,43.795,21/06/2006
"TECNICAS REUNIDAS, S.A.","URIARTE SANTAMARINA, PEDRO LUIS",CONSEJERO,0.018,22/06/2011
"SOTOGRANDE, S.A.","ALFONSO SANCHEZ, ANTONIO JOSE",CONSEJERO,0.001,29/07/2010
"SOTOGRANDE, S.A.","ESPARELLE INMOBILIARIA, S.L.",CONSEJERO,0.000,30/10/2012
"SOTOGRANDE, S.A.","GONZALEZ TEJERA, FEDERICO",PRESIDENTE,0.000,22/12/2012
"SOTOGRANDE, S.A.","GRUPO INVERSOR HESPERIA, S.A",CONSEJERO,0.000,10/03/2011
"SOTOGRANDE, S.A.","LOPEZ-ELOA GONZALEZ, JOSE MARIA",CONSEJERO,0.000,30/03/2011
"SOTOGRANDE, S.A.","NAVASQÜES Y COBIAN, IGNACIO",CONSEJERO,n/d,06/06/2008
"CARTERA INDUSTRIAL REA, S.A.","AGESBAN ANALISIS ECONOMICOS, S.A.",CONSEJERO,0.041,17/03/2009
"CARTERA INDUSTRIAL REA, S.A.","ARREGUI CIARSOLO, JUAN LUIS",VICEPRESIDENTE 1º,18.267,13/03/2008
"CARTERA INDUSTRIAL REA, S.A.","BENJUMEA CABEZA DE VACA, FRANCISCO JAVIER",CONSEJERO,0.050,13/03/2008
"CARTERA INDUSTRIAL REA, S.A.","BRISA BAJA, S.L.",CONSEJERO,8.872,28/07/2008
"CARTERA INDUSTRIAL REA, S.A.","GONZALEZ-ADALID GARCIA-ZOZAYA, ANTONIO",VICEPRESIDENTE-CONSEJERO DELEGADO,1.396,13/03/2008
"CARTERA INDUSTRIAL REA, S.A.",IBERFOMENTO SA SCR BAJA 18.11.05,CONSEJERO,n/d,13/03/2008
"CARTERA INDUSTRIAL REA, S.A.","IBERVALLES, S.L.",CONSEJERO,4.110,24/07/2008
"CARTERA INDUSTRIAL REA, S.A.","INVERSIONES EUROPEAS, S.L.",CONSEJERO,12.968,13/03/2008
