id,relation,['Nombre', 'Cargo', '% Derechos Voto']
1,[],'TUBACEX, S.A.', 'AROSTEGUI GOMEZ, GERARDO', 'CONSEJERO', '0.025', '30/11/1989'
377,[879],'IBERPAPEL GESTION, S.A.', 'BASTERRA LARROUDE, NESTOR', 'VICEPRESIDENTE', '1.350', '01/01/2010'
378,[],'IBERPAPEL GESTION, S.A.', 'ECHEVARRIA CANALES, I\xc3\x91IGO', 'PRESIDENTE', '0.229', '31/12/2009'
379,[],'IBERPAPEL GESTION, S.A.', 'ERRAZTI NAVARRO, BALTASAR', 'CONSEJERO', '0.007', '21/10/1997'
380,[],'IBERPAPEL GESTION, S.A.', 'GONZALEZ DEL VALLE CHAVARRI, MARTIN MARIA', 'CONSEJERO', '0.003', '22/02/2005'
381,[],'IBERPAPEL GESTION, S.A.', 'GUIBERT UCIN, MARIA LUISA', 'CONSEJERO', '0.009', '01/01/2010'
382,[],'IBERPAPEL GESTION, S.A.', 'MARTINEZ PE\xc3\x91ALBA, I\xc3\x91AKI', 'CONSEJERO', '0.048', '22/09/2011'
383,[],'IBERPAPEL GESTION, S.A.', 'SANSINENEA URBISTONDO, GABRIEL', 'CONSEJERO', '1.494', '25/03/2010'
384,[],'IBERPAPEL GESTION, S.A.', 'USANDIZAGA ARANZADI, I\xc3\x91AKI', 'CONSEJERO', '0.206', '21/10/1997'
385,[],'SOCIEDAD ANONIMA HULLERA VASCO-LEONESA', 'BARDAJI MU\xc3\x91OZ, LUIS ANTONIO', 'CONSEJERO', '0.001', '31/10/2007'
386,[],'SOCIEDAD ANONIMA HULLERA VASCO-LEONESA', 'CARAZO GONZALEZ, INOCENCIO', 'CONSEJERO', 'n/d', '27/05/2010'
387,[],'SOCIEDAD ANONIMA HULLERA VASCO-LEONESA', 'DEL VALLE ALONSO, ANTONIO JOSE', 'PRESIDENTE-CONSEJERO DELEGADO', '0.856', '28/04/2004'
388,[],'SOCIEDAD ANONIMA HULLERA VASCO-LEONESA', 'DEL VALLE ALONSO, ARTURO', 'VICEPRESIDENTE', '0.856', '30/06/1995'
389,[],'SOCIEDAD ANONIMA HULLERA VASCO-LEONESA', 'DEL VALLE JOVER, AURELIO', 'CONSEJERO', '1.250', '30/06/2000'
390,[],'SOCIEDAD ANONIMA HULLERA VASCO-LEONESA', 'DEL VALLE MONSALVE, FRANCISCO JAVIER', 'CONSEJERO', '0.965', '16/12/1994'
391,[],'SOCIEDAD ANONIMA HULLERA VASCO-LEONESA', 'MANZANARES SANCHEZ, MARIA DEL CARMEN', 'CONSEJERO', '1.155', '27/05/2010'
392,[],'SOCIEDAD ANONIMA HULLERA VASCO-LEONESA', 'ZAPICO DIEZ, FRANCISCO JAVIER', 'CONSEJERO', '1.515', '30/05/2012'
393,[],'BODEGAS RIOJANAS, S.A.', 'BANCO DE VALENCIA, S.A.', 'CONSEJERO', '12.725', '02/11/2012'
394,[826],'BODEGAS RIOJANAS, S.A.', 'BEZARES MUNILLA, ELADIO', 'CONSEJERO', '0.013', '25/01/2006'
395,[],'BODEGAS RIOJANAS, S.A.', 'CATALAN FRIAS, MARIA JOSE', 'CONSEJERO', '1.898', '16/06/2011'
396,[],'BODEGAS RIOJANAS, S.A.', 'FRIAS MONJE, SANTIAGO', 'CONSEJERO', '0.395', '07/06/2005'
397,[],'BODEGAS RIOJANAS, S.A.', 'FRIMON INVERSIONES Y ASESORAMIENTO, S.L.', 'VICEPRESIDENTE', '8.282', '28/06/2001'
398,[],'BODEGAS RIOJANAS, S.A.', 'GOMEZ BORRERO, JOSE CARLOS', 'CONSEJERO', '0.009', '13/06/2006'
399,[],'BODEGAS RIOJANAS, S.A.', 'INFAZAR, S.L.', 'PRESIDENTE', '6.059', '28/06/2001'
400,[],'BODEGAS RIOJANAS, S.A.', 'NALDA FRIAS, FELIPE', 'VICESECRETARIO CONSEJERO', '2.201', '13/06/2006'
401,[],'BODEGAS RIOJANAS, S.A.', 'VAN GESTION Y ASESORAMIENTO EMPRESARIAL, S.L.', 'VICEPRESIDENTE', '10.204', '28/06/2001'
402,[939],'BANCO ESPA\xc3\x91OL DE CREDITO, S.A.', 'BASAGOITI GARCIA-TU\xc3\x91ON, ANTONIO', 'PRESIDENTE', '0.000', '03/11/2010'
403,[],'BANCO ESPA\xc3\x91OL DE CREDITO, S.A.', 'CORRAL LOPE, JOSE', 'CONSEJERO', '0.001', '19/01/2011'
404,[517],'BANCO ESPA\xc3\x91OL DE CREDITO, S.A.', 'DELIBES LINIERS, JUAN MANUEL', 'CONSEJERO', '0.018', '08/07/1994'
405,[],'BANCO ESPA\xc3\x91OL DE CREDITO, S.A.', 'FUSTER VAN BENDEGEM, JOSE MARIA', 'CONSEJERO', '0.003', '01/03/2006'
406,[],'BANCO ESPA\xc3\x91OL DE CREDITO, S.A.', 'GARCIA CANTERA, JOSE', 'CONSEJERO', '0.019', '06/07/2012'
407,[1434],'BANCO ESPA\xc3\x91OL DE CREDITO, S.A.', 'GARCIA GARCIA, ROSA MARIA', 'CONSEJERO', '0.000', '12/05/2009'
408,[],'BANCO ESPA\xc3\x91OL DE CREDITO, S.A.', 'GUITARD MARIN, JUAN', 'CONSEJERO', '0.000', '19/01/2011'
409,[],'BANCO ESPA\xc3\x91OL DE CREDITO, S.A.', 'LIBANO DAURELLA, ALFONSO', 'CONSEJERO', '0.009', '19/01/2011'
410,[],'BANCO ESPA\xc3\x91OL DE CREDITO, S.A.', 'LOPEZ COMBARROS, JOSE LUIS', 'VICEPRESIDENTE', '0.000', '12/05/2009'
411,[962],'BANCO ESPA\xc3\x91OL DE CREDITO, S.A.', 'RODRIGUEZ INCIARTE, MATIAS PEDRO', 'CONSEJERO', '0.004', '29/12/1993'
412,[],'BANCO ESPA\xc3\x91OL DE CREDITO, S.A.', 'SABANZA TERUEL, CARLOS', 'CONSEJERO', '0.000', '28/02/2006'
413,[],'BANCO ESPA\xc3\x91OL DE CREDITO, S.A.', 'SAGARDOY BENGOECHEA, JUAN ANTONIO', 'CONSEJERO', '0.000', '29/02/2012'
414,[],'BANCO ESPA\xc3\x91OL DE CREDITO, S.A.', 'SALAZAR-SIMPSON BOS, LUIS ALBERTO', 'CONSEJERO', '0.000', '29/02/2012'
415,[],'BANCO ESPA\xc3\x91OL DE CREDITO, S.A.', 'SAN FELIX GARCIA, JAVIER', 'CONSEJERO DELEGADO', '0.005', '30/05/2012'
416,[],'BANCO POPULAR ESPA\xc3\x91OL, S.A.', 'ALLIANZ SE', 'CONSEJERO', '4.312', '15/12/2008'
417,[],'BANCO POPULAR ESPA\xc3\x91OL, S.A.', 'APARICIO VALLS, FRANCISCO MARIA', 'SECRETARIO CONSEJERO', '0.033', '18/12/2003'
418,[],'BANCO POPULAR ESPA\xc3\x91OL, S.A.', 'ARIAS MOSQUERA, JOSE MARIA', 'CONSEJERO', '0.016', '11/06/2012'
419,[187],'BANCO POPULAR ESPA\xc3\x91OL, S.A.', 'FERREIRA DE AMORIN, AMERICO', 'CONSEJERO', '4.042', '27/05/2003'
420,[],'BANCO POPULAR ESPA\xc3\x91OL, S.A.', 'FRADIN , ALAIN', 'CONSEJERO', '0.000', '20/12/2011'
421,[],'BANCO POPULAR ESPA\xc3\x91OL, S.A.', 'FUNDACION PEDRO BARRIE DE LA MAZA', 'CONSEJERO', '3.307', '11/06/2012'
422,[],'BANCO POPULAR ESPA\xc3\x91OL, S.A.', 'GOMEZ MARTIN, FRANCISCO', 'CONSEJERO DELEGADO', '0.003', '30/01/2013'
423,[],'BANCO POPULAR ESPA\xc3\x91OL, S.A.', 'HERRANDO PRAT DE LA RIBA, LUIS', 'VICEPRESIDENTE', '0.002', '22/04/2008'
424,[],'BANCO POPULAR ESPA\xc3\x91OL, S.A.', 'HIGUERA MONTEJO, ROBERTO', 'VICEPRESIDENTE', '0.004', '22/04/2008'
425,[],'BANCO POPULAR ESPA\xc3\x91OL, S.A.', 'MAIANCA INVERSION, S.L.', 'CONSEJERO', '0.000', '11/06/2012'
426,[],'BANCO POPULAR ESPA\xc3\x91OL, S.A.', 'MOLINS LOPEZ-RODO, ANA M\xc2\xaa', 'CONSEJERO', '0.000', '28/04/2011'
427,[],'BANCO POPULAR ESPA\xc3\x91OL, S.A.', 'OROVIOGOICOECHEA ORTEGA, JORGE', 'CONSEJERO', '0.000', '30/01/2013'
428,[841,1351],'BANCO POPULAR ESPA\xc3\x91OL, S.A.', 'REVOREDO DELVECCHIO, HELENA IRENE', 'CONSEJERO', '0.286', '30/05/2007'
429,[],'BANCO POPULAR ESPA\xc3\x91OL, S.A.', 'RODRIGUEZ GARCIA, JOSE RAMON', 'CONSEJERO', '0.021', '23/04/1998'
430,[],'BANCO POPULAR ESPA\xc3\x91OL, S.A.', 'RON G\xc3\x9cIMIL, ANGEL CARLOS', 'PRESIDENTE', '0.004', '22/03/2006'
431,[],'BANCO POPULAR ESPA\xc3\x91OL, S.A.', 'SINDICATURA DE ACCIONISTAS BCO.POPULAR ESPA\xc3\x91OL, S.A', 'CONSEJERO', '9.002', '27/05/1992'
432,[],'BANCO POPULAR ESPA\xc3\x91OL, S.A.', 'TARDIO BARUTEL, VICENTE', 'CONSEJERO', '0.001', '19/12/2007'
433,[],'BANCO POPULAR ESPA\xc3\x91OL, S.A.', 'UNION EUROPEA DE INVERSIONES, S.A.', 'CONSEJERO', '3.729', '19/05/2009'
434,[],'DURO FELGUERA, S.A.', 'CONSTRUCCIONES OBRAS INTEGRALES NORTE\xc3\x91AS, S.L.', 'CONSEJERO', '0.001', '09/05/2008'
435,[],'DURO FELGUERA, S.A.', 'DEL VALLES SUAREZ, ANGEL ANTONIO', 'PRESIDENTE-CONSEJERO DELEGADO', '0.052', '23/06/2011'
436,[],'DURO FELGUERA, S.A.', 'INVERSIONES EL PILES, S.L.', 'CONSEJERO', '24.400', '12/05/2008'
437,[],'DURO FELGUERA, S.A.', 'INVERSIONES RIO MAGDALENA, S.L.', 'CONSEJERO', '8.596', '23/06/2011'
438,[],'DURO FELGUERA, S.A.', 'INVERSIONES SOMIO, S.R.L.', 'VICEPRESIDENTE', '24.386', '31/01/2008'
439,[],'DURO FELGUERA, S.A.', 'RESIDENCIAL VEGASOL, S.L.', 'CONSEJERO', '16.428', '25/05/2005'
440,[],'DURO FELGUERA, S.A.', 'RODRIGUEZ GARCIA, ACACIO FAUSTINO', 'CONSEJERO', '0.021', '25/05/2005'
441,[369,926],'DURO FELGUERA, S.A.', 'SOLCHAGA CATALA, CARLOS', 'CONSEJERO', '0.001', '20/07/2011'
442,[],'DURO FELGUERA, S.A.', 'VALERO ARTOLA, FRANCISCO JAVIER', 'CONSEJERO', '0.012', '23/06/2011'
443,[128,1141],'AYCO GRUPO INMOBILIARIO, S.A.', 'BANCO MARE NOSTRUM, S.A.', 'PRESIDENTE', '41.704', '21/02/2012'
444,[],'AYCO GRUPO INMOBILIARIO, S.A.', 'COMPLEJOS EMPRESARIALES DEL LEVANTE, S.L.', 'CONSEJERO', 'n/d', '21/02/2012'
445,[],'AYCO GRUPO INMOBILIARIO, S.A.', 'GRUPO ONOFRE MIGUEL, S.L.', 'CONSEJERO', '29.994', '06/07/2005'
446,[],'AYCO GRUPO INMOBILIARIO, S.A.', 'INVERGESTION, SOCIEDAD DE INVERSIONES Y GESTION, S.A.', 'CONSEJERO', '20.000', '14/06/2006'
447,[],'AYCO GRUPO INMOBILIARIO, S.A.', 'RGA GESIN, S.L.', 'CONSEJERO', 'n/d', '19/12/2011'
448,[],'AYCO GRUPO INMOBILIARIO, S.A.', 'SA NOSTRA DE INVERSIONES, E.F.C., S.A.', 'CONSEJERO', '0.000', '12/05/2004'
449,[],'ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.', 'BATUECAS TORREGO, AGUSTIN', 'CONSEJERO', '0.771', '07/07/1999'
450,[1433],'ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.', 'CUERVO GARCIA, JOSE ALVARO', 'CONSEJERO', '0.012', '07/11/1997'
451,[],'ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.', 'DEL VALLE PEREZ, JOSE LUIS', 'SECRETARIO CONSEJERO', '0.089', '28/06/1989'
452,[],'ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.', 'DELGADO SOLIS, MANUEL', 'CONSEJERO', 'n/d', '20/05/2004'
453,[54,739,1317],'ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.', 'ECHENIQUE LANDIRIBAR, JAVIER', 'CONSEJERO', '0.007', '20/05/2004'
454,[],'ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.', 'FLUXA THIENEMANN, SABINA', 'CONSEJERO', '0.000', '25/05/2009'
455,[],'ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.', 'GARCIA FERRER, ANTONIO', 'VICEPRESIDENTE', '0.032', '12/12/2003'
456,[],'ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.', 'GRIMA TERRE, JUAN DAVID', 'CONSEJERO', '0.001', '18/12/2003'
457,[471,672],'ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.', 'LOIZAGA VIGURI, JOSE MARIA', 'CONSEJERO', '0.041', '15/11/1993'
458,[],'ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.', 'LOPEZ JIMENEZ, PEDRO JOSE', 'CONSEJERO', '0.287', '09/12/1992'
459,[621,850],'ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.', 'MARCH DE LA LASTRA, JUAN', 'CONSEJERO', '0.000', '30/07/2008'
460,[625,773],'ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.', 'MARTINEZ-CONDE GUTIERREZ-BARQUIN, SANTOS', 'CONSEJERO', '0.003', '27/09/2001'
461,[852],'ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.', 'MONZON DE CACERES, JAVIER', 'CONSEJERO', '0.001', '20/05/2004'
462,[],'ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.', 'PEREZ RODRIGUEZ, FLORENTINO', 'CONSEJERO DELEGADO', '12.521', '13/11/1997'
463,[554],'ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.', 'ROCA JUNYENT, MIGUEL', 'CONSEJERO', '0.000', '12/12/2003'
464,[],'ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.', 'SACRISTAN FIDALGO, JULIO', 'CONSEJERO', '0.001', '19/02/1998'
465,[],'ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.', 'VALLBONA VADELL, PABLO', 'VICEPRESIDENTE', '0.009', '19/02/1998'
466,[],'ZARDOYA OTIS, S.A.', 'ABAJO GARCIA, MARIO', 'PRESIDENTE', '0.292', '01/09/2009'
467,[],'ZARDOYA OTIS, S.A.', 'CALLEJA FERNANDEZ, BERNARDO', 'CONSEJERO DELEGADO', '0.000', '28/02/2012'
468,[],'ZARDOYA OTIS, S.A.', 'DEJOUX , PIERRE', 'CONSEJERO', '0.000', '26/01/2012'
469,[],'ZARDOYA OTIS, S.A.', 'EURO SYNS, S.A.', 'CONSEJERO', '11.811', '01/07/1996'
470,[],'ZARDOYA OTIS, S.A.', 'HARVEY , LINDSAY', 'CONSEJERO', '0.000', '01/08/2009'
471,[457,672],'ZARDOYA OTIS, S.A.', 'LOIZAGA VIGURI, JOSE MARIA', 'VICEPRESIDENTE', '0.055', '24/07/1991'
472,[],'ZARDOYA OTIS, S.A.', 'MESSINA , ANGELO', 'CONSEJERO', '0.000', '30/06/2005'
473,[],'ZARDOYA OTIS, S.A.', 'OTIS ELEVATOR COMPANY', 'CONSEJERO', '0.000', '30/11/1989'
474,[],'ZARDOYA OTIS, S.A.', 'ZARDOYA ARANA, ALBERTO', 'CONSEJERO', '0.000', '26/02/2013'
475,[],'SNIACE, S.A.', 'GOMEZ DE LIA\xc3\x91O BOTELLA, MIGUEL', 'CONSEJERO', '0.004', '01/07/2011'
476,[],'SNIACE, S.A.', 'HERNANDEZ-CANUT FERNANDEZ-ESPA\xc3\x91A, JUAN YAGO', 'CONSEJERO', 'n/d', '29/06/2012'
477,[],'SNIACE, S.A.', 'HUERTA CASTILLO, MANUEL', 'CONSEJERO', '0.005', '17/02/2006'
478,[],'SNIACE, S.A.', 'LIGNOTECH SWEDEN AB', 'CONSEJERO', '0.000', '17/02/2006'
479,[],'SNIACE, S.A.', 'MEZQUITA SAEZ, BLAS', 'PRESIDENTE', '0.173', '19/12/1997'
480,[1500],'SNIACE, S.A.', 'REVUELTA FERNANDEZ, FELIX', 'CONSEJERO', '10.107', '27/06/2008'
481,[],'SNIACE, S.A.', 'TEMES HERNANDEZ, ANTONIO', 'VICEPRESIDENTE', '0.045', '17/08/2007'
482,[],'SNIACE, S.A.', 'ZABALLA HOZ, JESUS MANUEL', 'CONSEJERO', '0.002', '17/02/2006'
483,[],'SACYR VALLEHERMOSO, S.A.', 'ADROHER BIOSCA, FRANCISCO JAVIER', 'CONSEJERO', '0.035', '19/05/2011'
484,[],'SACYR VALLEHERMOSO, S.A.', 'ALVEZ DINIZ VAZ GUEDES, DIOGO', 'CONSEJERO', '0.509', '25/06/2004'
485,[358,1079],'SACYR VALLEHERMOSO, S.A.', 'AUSTRAL B.V.', 'CONSEJERO', '9.623', '18/06/2009'
486,[],'SACYR VALLEHERMOSO, S.A.', 'BETA ASOCIADOS, S.L', 'CONSEJERO', '5.286', '19/05/2011'
487,[71,103,1051],'SACYR VALLEHERMOSO, S.A.', 'CARCELLER ARCE, DEMETRIO', 'VICEPRESIDENTE 1\xc2\xba', '0.045', '20/10/2011'
488,[805],'SACYR VALLEHERMOSO, S.A.', 'CORTES DOMINGUEZ, MATIAS', 'CONSEJERO', '0.000', '12/06/2002'
489,[],'SACYR VALLEHERMOSO, S.A.', 'CYMOFAG S.L.', 'CONSEJERO', '6.039', '19/05/2011'
490,[],'SACYR VALLEHERMOSO, S.A.', 'GRUPO CORPORATIVO FUERTES, S.L.', 'CONSEJERO', '6.239', '19/05/2011'
491,[],'SACYR VALLEHERMOSO, S.A.', 'GRUPO SATOCAN, S.A.', 'CONSEJERO', '2.883', '02/10/2008'
492,[257],'SACYR VALLEHERMOSO, S.A.', 'MANRIQUE CECILIA, MANUEL', 'PRESIDENTE-CONSEJERO DELEGADO', '6.039', '20/10/2011'
493,[543],'SACYR VALLEHERMOSO, S.A.', 'NCG BANCO, S.A.', 'CONSEJERO', '5.198', '20/10/2011'
494,[718],'SACYR VALLEHERMOSO, S.A.', 'NCG CORPORACION INDUSTRIAL, S.L.', 'CONSEJERO', '5.198', '15/12/2011'
495,[],'SACYR VALLEHERMOSO, S.A.', 'NUEVA COMPA\xc3\x91IA DE INVERSIONES, S.A.', 'VICEPRESIDENTE 2\xc2\xba', '9.623', '11/12/2003'
496,[],'SACYR VALLEHERMOSO, S.A.', 'PRILOMI, S.L.', 'CONSEJERO', '5.532', '11/05/2005'
497,[],'SACYR VALLEHERMOSO, S.A.', 'PRILOU, S.L.', 'CONSEJERO', '11.490', '15/12/2004'
498,[],'TELEFONICA, S.A.', 'ABRIL PEREZ, JOSE MARIA', 'VICEPRESIDENTE', '0.004', '14/12/2011'
499,[1480],'TELEFONICA, S.A.', 'ALIERTA IZUEL, CESAREO', 'PRESIDENTE', '0.097', '26/07/2000'
500,[],'TELEFONICA, S.A.', 'ALMANSA MORENO-BARREDA, JOSE FERNANDO', 'CONSEJERO', '0.000', '26/02/2003'
501,[],'TELEFONICA, S.A.', 'ALVAREZ-PALLETE LOPEZ, JOSE MARIA', 'CONSEJERO DELEGADO', '0.007', '17/09/2012'
502,[304],'TELEFONICA, S.A.', 'CASTILLO SANZ, EVA', 'CONSEJERO', '0.002', '23/01/2008'
503,[217,1259],'TELEFONICA, S.A.', 'COLOMER CASELLAS, CARLOS', 'CONSEJERO', '0.002', '28/03/2001'
504,[],'TELEFONICA, S.A.', 'DE PAZ MANCHO, JAVIER', 'CONSEJERO', '0.001', '19/12/2007'
505,[],'TELEFONICA, S.A.', 'ERSKINE , PETER', 'CONSEJERO', '0.002', '25/01/2006'
506,[218,277,1318],'TELEFONICA, S.A.', 'FAINE CASAS, ISIDRO', 'VICEPRESIDENTE', '0.011', '26/01/1994'
507,[1402],'TELEFONICA, S.A.', 'FERNANDEZ VALBUENA, SANTIAGO', 'CONSEJERO', '0.012', '17/09/2012'
508,[],'TELEFONICA, S.A.', 'FERRARI HERRERO, ALFONSO', 'CONSEJERO', '0.013', '28/03/2001'
509,[],'TELEFONICA, S.A.', 'FURLAN , LUIS FERNANDO', 'CONSEJERO', '0.001', '23/01/2008'
510,[],'TELEFONICA, S.A.', 'HINOJOSA FERNANDEZ DE ANGULO, GONZALO', 'CONSEJERO', '0.012', '12/04/2002'
511,[315],'TELEFONICA, S.A.', 'ISLA ALVAREZ DE TEJERA, PABLO', 'CONSEJERO', '0.000', '12/04/2002'
512,[],'TELEFONICA, S.A.', 'LINARES LOPEZ, JULIO', 'VICEPRESIDENTE 3\xc2\xba', '0.009', '17/09/2012'
513,[],'TELEFONICA, S.A.', 'MASSANELL LAVILLA, ANTONIO', 'CONSEJERO', '0.000', '21/04/1995'
514,[523],'TELEFONICA, S.A.', 'MORENO MARTINEZ, IGNACIO', 'CONSEJERO', '0.000', '14/12/2011'
515,[],'TELEFONICA, S.A.', 'XIAOBING , CHANG', 'CONSEJERO', '0.000', '18/05/2011'
516,[],'METROVACESA, S.A.', 'BEJAR GONZALEZ, ANTONIO JOSE', 'CONSEJERO', '0.000', '25/02/2009'
517,[404],'METROVACESA, S.A.', 'DELIBES LINIERS, JUAN MANUEL', 'CONSEJERO', '0.000', '25/02/2009'
518,[],'METROVACESA, S.A.', 'FERNANDEZ CONQUERO, JOSE M\xc2\xaa', 'CONSEJERO', '0.000', '27/04/2010'
519,[],'METROVACESA, S.A.', 'IGLESIAS SORRIBAS, REMIGIO', 'CONSEJERO', '0.000', '12/05/2011'
520,[1149,1380],'METROVACESA, S.A.', 'INMOGESTION Y PATRIMONIOS, S.A.', 'CONSEJERO', '0.000', '29/09/2009'
521,[],'METROVACESA, S.A.', 'JIMENEZ DELGADO, JUAN', 'CONSEJERO', '0.000', '28/07/2009'
522,[],'METROVACESA, S.A.', 'JIMENEZ MUNIAIN, SIXTO', 'CONSEJERO', '0.000', '12/05/2009'
523,[514],'METROVACESA, S.A.', 'MORENO MARTINEZ, IGNACIO', 'PRESIDENTE', '0.000', '30/10/2012'
524,[840],'METROVACESA, S.A.', 'PARAJA QUIROS, EDUARDO', 'CONSEJERO DELEGADO', '0.004', '20/02/2009'
525,[],'METROVACESA, S.A.', 'PE\xc3\x91A PESQUEIRA, ALBERTO', 'CONSEJERO', 'n/d', '29/06/2009'
526,[],'COMPA\xc3\x91IA LOGISTICA DE HIDROCARBUROS CLH, S.A.', 'AGOSTINO , DANIEL MICHAEL', 'CONSEJERO', '0.000', '24/06/2008'
527,[],'COMPA\xc3\x91IA LOGISTICA DE HIDROCARBUROS CLH, S.A.', 'AL ATHOBI , HAMED SLOOM MUBARAK', 'CONSEJERO', '0.000', '28/04/2009'
528,[],'COMPA\xc3\x91IA LOGISTICA DE HIDROCARBUROS CLH, S.A.', 'AL-DHEEB , AHMED HASSAN', 'CONSEJERO', '0.000', '01/06/2005'
529,[],'COMPA\xc3\x91IA LOGISTICA DE HIDROCARBUROS CLH, S.A.', 'ARANGUREN ESCOBAR, JOSE EULOGIO', 'CONSEJERO', '0.000', '27/05/2008'
530,[],'COMPA\xc3\x91IA LOGISTICA DE HIDROCARBUROS CLH, S.A.', 'ARMERO MONTES, MARIO', 'CONSEJERO', '0.000', '28/04/2009'
531,[],'COMPA\xc3\x91IA LOGISTICA DE HIDROCARBUROS CLH, S.A.', 'FERNANDEZ FRIAL, PEDRO FLORENTINO', 'CONSEJERO', '0.000', '30/03/2005'
532,[],'COMPA\xc3\x91IA LOGISTICA DE HIDROCARBUROS CLH, S.A.', 'GLOBAL NORAY, S.L.', 'CONSEJERO', '5.000', '24/06/2008'
533,[],'COMPA\xc3\x91IA LOGISTICA DE HIDROCARBUROS CLH, S.A.', 'GLOBAL RAMAYANA, S.L.U.', 'CONSEJERO', '5.000', '22/04/2008'
534,[],'COMPA\xc3\x91IA LOGISTICA DE HIDROCARBUROS CLH, S.A.', 'GLOBAL WINCHE, S.L.', 'CONSEJERO', '5.000', '30/09/2008'
535,[],'COMPA\xc3\x91IA LOGISTICA DE HIDROCARBUROS CLH, S.A.', 'KARTERA 1, S.L.', 'CONSEJERO', '5.000', '27/04/2010'
536,[],'COMPA\xc3\x91IA LOGISTICA DE HIDROCARBUROS CLH, S.A.', 'KOLENC , STANISLAV MICHAEL', 'CONSEJERO', '0.000', '26/09/2011'
537,[],'COMPA\xc3\x91IA LOGISTICA DE HIDROCARBUROS CLH, S.A.', 'LANZA PEREA, JORGE', 'CONSEJERO', '0.000', '31/01/2012'
538,[],'COMPA\xc3\x91IA LOGISTICA DE HIDROCARBUROS CLH, S.A.', 'LOPEZ DE SILANES BUSTO, JOSE LUIS MATEO', 'PRESIDENTE-CONSEJERO DELEGADO', '0.001', '30/06/2005'
539,[],'COMPA\xc3\x91IA LOGISTICA DE HIDROCARBUROS CLH, S.A.', 'MARTHILOR, S.A.R.L.', 'CONSEJERO', '10.000', '29/03/2011'
540,[],'COMPA\xc3\x91IA LOGISTICA DE HIDROCARBUROS CLH, S.A.', 'MARTHILORES, S.L.U.', 'CONSEJERO', '10.000', '29/03/2011'
541,[],'COMPA\xc3\x91IA LOGISTICA DE HIDROCARBUROS CLH, S.A.', 'MIRO ROIG, PEDRO', 'CONSEJERO', '0.000', '26/09/2011'
542,[],'COMPA\xc3\x91IA LOGISTICA DE HIDROCARBUROS CLH, S.A.', 'MORAN MOYA, CARLOS', 'CONSEJERO', 'n/d', '27/04/2012'
543,[493],'COMPA\xc3\x91IA LOGISTICA DE HIDROCARBUROS CLH, S.A.', 'NCG BANCO, S.A.', 'CONSEJERO', '5.000', '24/10/2011'
544,[],'COMPA\xc3\x91IA LOGISTICA DE HIDROCARBUROS CLH, S.A.', 'TAVARES DE ALMEIDA MOREIRA DA CRUZ, RUI NUNO', 'CONSEJERO', '0.000', '25/09/2012'
545,[],'COMPA\xc3\x91IA LOGISTICA DE HIDROCARBUROS CLH, S.A.', 'VERRION , ROBERT EDWARD', 'CONSEJERO', '0.000', '26/01/2010'
546,[],'ENDESA, S.A.', 'BRENTAN , ANDREA', 'CONSEJERO DELEGADO', '0.000', '30/06/2009'
547,[],'ENDESA, S.A.', 'CIOFFI , MASSIMO', 'CONSEJERO', '0.000', '26/06/2012'
548,[],'ENDESA, S.A.', 'COMIN , GIANLUCA', 'CONSEJERO', '0.000', '14/09/2009'
549,[],'ENDESA, S.A.', 'CONTI , FULVIO', 'VICEPRESIDENTE', '0.000', '25/06/2009'
550,[1080,1345],'ENDESA, S.A.', 'ECHEVARRIA BUSQUET, ALEJANDRO', 'CONSEJERO', '0.000', '25/06/2009'
551,[],'ENDESA, S.A.', 'FERRARIS , LUIGI', 'CONSEJERO', '0.000', '18/10/2007'
552,[],'ENDESA, S.A.', 'MONTEJO VELILLA, SALVADOR', 'CONSEJERO', '0.000', '26/06/2012'
553,[1350],'ENDESA, S.A.', 'PRADO EULATE, FRANCISCO DE BORJA', 'PRESIDENTE', '0.000', '24/03/2009'
554,[463],'ENDESA, S.A.', 'ROCA JUNYENT, MIGUEL', 'CONSEJERO', '0.000', '25/06/2009'
